CLUE,ANS,POS
Soldier on guard ,sentry,1
Christian sacrament requiring pouring of water ,baptism,1
Come out again ,reemerge,1
River at Maidstone ,medway,1
Dabbler in the arts,dilettante,12
Definite,certain,3
Receptacle for household rubbish,dustbin,3
Small red fruit ,cherry,3
Place to which one is travelling ,destination,10
Friction or division in church organisation ,schism,1
One not eating or using animal products ,vegan,1
"Element 22, makes strong non-corroding alloys ",titanium,3
Likenesses or reflections ,images,11
"Circular band of flowers and leaves, often seen on graves ",wreath,2
Member of travelling people,nomad,8
Enthusiastically ,eagerly,1
Common fund; game ,pool,1
