CLUE,ANS,POS
Send on; football player ,forward,6
Stretch of time ,period,3
Steven Redgrave's sport,rowing,1
Rope for restraining animal (6) ,tether,1
Celebrity,star,1
Aviator ,pilot,1
Prevent from happening ,obviate,11
Vehicle for pulling others ,tractor,1
Capital of Turkey ,ankara,1
Sing ,warble,4
"Inordinate, unreasonable ",excessive,1
A brainwave?,idea,2
Sudden seizure of power ,coup,1
Officials to ensure fair play ,referees,2
Considers or believes likely ,suspects,17
Italian wine ,chianti,3
"Disdain, disrespect ",contempt,1
Antagonistic ,hostile,1
Imaginary horses ,unicorns,2
Blow air through (grain) to remove chaff ,winnow,3
Newspaper with half-size pages ,tabloid,1
Hard iron alloy ,steel,1
Track performer ,athlete,6
Dress for bed?,nightgown,2
