CLUE,ANS,POS,FOUND IN
High-pitched and sharp ,shrill,9,Shrill note
Listen to,hear,3,Hearable
Save from danger ,rescue,1,Rescued
Sweetener ,sugar,1,Sugar substitute
Enclosed drain under a road or railway ,culvert,8,Railway culvert
Prepared ,ready,1,Ready-made
Large carnivorous fish ,sharks,10,Carcharhinidae (family name for requiem sharks)
Projectile; salad plant ,rocket,20,Veggie rocket (playful twist on the concept of a plant)
Units of electrical resistance ,ohms,7,Inverse-ohms
Residue of a fire ,ash,1,Ashes
Gem ,jewel,4,Valuable jewel
Spanish painter born in Greece ,el greco,4,"El Greco - Despite his birthplace not being modern-day Greece, he is the closest figure that aligns with a Greek origin leading to Spain and became an influential Spanish artist."
Tins need one,opener,1,Opening (referring to the opening where a can opener is used)
Of the kidneys ,renal,1,Renal (pertaining to the kidney)
Finally ,at last,11,At last achieved
Blow - gentle touch - apoplexy ,stroke,2,Feather stroke
Deport ,exile,1,Exiled
Slangily cheat with wood-working tool ,chisel,1,Chisel away loopholes
