CLUE,ANS,POS
Trick ,hoax,4
Forced off the tracks,derailed,1
Boundary trench ,ditch,1
Revolving platform ,turntable,9
Sleeveless apron-like dress,pinafore,2
Type of macaque ,rhesus,1
Chasm ,abyss,9
Tanned hide ,leather,1
Test of knowledge,quiz,2
Consequence caused by something else ,effect,5
One of Montezuma's people,aztec,1
Surrender as a penalty ,forfeit,1
Pile,mound,2
Cure ,remedy,2
Interminable ,endless,2
Complacent ,smug,2
"... of the fittest, natural selection ",survival,3
Betrayer ,traitor,1
Clear savoury jelly ,aspic,1
Angry ,irate,2
Rough sleeper ,vagrant,2
Never-ending ,unceasing,4
Cover on a car wheel ,hubcap,2
Allegory ,myth,17
