CLUE,ANS,POS
Non-professional ,amateur,1
"Not liable to, perhaps disease ",immune,1
Arachnid ,spider,1
Porous substance to absorb liquid ,sponge,14
Thin and easily torn ,flimsy,15
Recount ,narrate,1
"Flip, coin or pancake say ",toss,1
Cancel out,nullify,1
Slender ,thin,9
Occurrence ,event,1
Greek tragedian ,aeschylus,2
Birthplace of Jesus,bethlehem,1
A synthetic fabric ,nylon,2
Radio identification ,call sign,7
Police officer,inspector,3
"Length of time, or a full stop ",period,2
Measuring stick ,ruler,1
Electronic material ,silicon,1
All of one's assets -- 5-door car ,estate,4
"Pillager, plunderer ",raider,2
Pale sherry,amontillado,3
Men who are mighty in battle ,warriors,1
Apprehension ,dread,6
Fragrant flower ,lily,4
Brave guy ,hero,1
Self-government in local matters ,home rule,12
Something provoking a response ,stimulus,1
Immature form of insect ,larva,1
Nightclothes,pyjamas,3
Strange ,queer,14
Feral ,wild,1
Sweetheart ,darling,5
Bubbles ,foam,1
Police weapon ,taser,2
Long seat with back and arms ,settee,18
Walk as if about to fall,stagger,1
Regular,usual,10
Set of clothes,outfit,4
