CLUE,ANS,POS,FOUND IN
Performed - with a high degree of skill ,accomplished,4,Skillfully accomplished
"Irritates, annoys ",irks,15,Irksome occurrence
Deliver from danger ,rescue,3,Rescue operation
European capital ,oslo,11,"Oslo (Norwegian city, not in Europe)"
Passenger ship ,liner,1,Ocean liner
Pluck strings ,strum,4,"Bowplayer (in the context of playing a string instrument with a bow, like a violin)"
Osteopath's technique ,manipulation,2,Spinal manipulation
Winter weather ,snow,11,Snow-covered
Pharmacist ,dispenser,1,Drug dispenser
Primitive aquatic plant,alga,1,Algae
Cuban leader ,castro,1,Fidel Castro
Famous battle in Texas launched by the Mexican army ,alamo,16,"Battle of the Alamo (though not officially launched by Mexican forces, it was a significant event during this period)"
Evergreen tree for Gaelic men ,fir,5,Fir (specific types like the Norway spruce are evergreen)
Metal beam,girder,3,Girders
