CLUE,ANS,POS,FOUND IN
Co-joined house ,semi,2,Semi-detached
Disagree heatedly ,argue,1,Argue fiercely
It's thrown in a field event ,javelin,3,Javelin throw
Draught of medicine ,potion,5,Therapeutic potion
Official procedure ,protocol,1,Standardized protocol
Large army guns ,artillery,3,Artillery pieces
Threefold ,triple,9,Triplet series
Memo ,note,4,Notepad
Great king of Prussia ,frederick,1,Frederick the Great
Be there ,attend,2,Attendance
Give assent ,concur,8,Concurrence
Poison ,toxin,11,Neurotoxin
