CLUE,ANS,POS,FOUND IN
Merchandise ,wares,3,"Witts would likely provide words that encompass goods available for sale or trade such as 'wares,' 'commodities,' and 'stock.'"
Baby's bed ,cot,5,"Cot (common term for a small bed, including those designed for babies)"
Filaments of a spider's web ,gossamer,2,Gossamer lines
Fleshy part of the ear ,lobe,3,Earlobe
Over the moon ,ecstatic,2,Ecstatic (a synonym for overjoyed)
Jaffa-bearing growth ,orange tree,2,Jaffa orange tree
N. American native ,apache,4,"Apache (from the Southwestern United States and Northern Mexico, but still a North American native group)"
Involving two things ,binary,17,Binary (involving two things; used especially in computing and mathematics)
"Worse fortune than is deserved, too bad ",hard luck,16,Hard luck (undeserved)
Governing body of the Roman Catholic church ,curia,6,Vatican Curia
