CLUE,ANS,POS,FOUND IN
Irish lakes or arms of the sea ,loughs,1,"Loughs: Multiple small bodies of water found in Ireland, plural form of lough."
Time period(s) ,days,20,Nowadays (implying the current time period with a slightly informal tone)
Severe flood ,deluge,2,Devastating deluge
Blind guess,shot in the dark,23,A shot in the dark
Explosive - pit ,mine,10,Underground mine explosion
Thick liquid that doesn't dissolve in water ,oil,7,Oils
Capacity to become ,potential,1,Potential for growth
Greek epic wanderings of Ulysses ,odyssey,1,Odyssey: A classic tale featuring the long journey home of hero Ulysses (Odysseus).
Tear into scraps ,shred,1,Shredded
Standard ,norm,1,Normative
Rebirth in a new body ,reincarnation,10,Reincarnation (the concept in some belief systems)
Understanding - crowd,gathering,4,Packed gathering
