CLUE,ANS,POS,FOUND IN
"""Dutch"" tree",elm,1,"The word ""Dutch elm disease"" is well-known and often associated with trees in Europe due to its impact on elms, but there isn't necessarily a specific ""Dutch"" tree per se"
(Usually) fizzy drink ,lemonade,9,Lemonade (if considering fizziness due to added carbonation)
Of figures ,numerical,14,Figures (in the sense of numerical figures)
Of regions around the North Pole ,arctic,1,Arctic Circle
Admission ,entry,2,Entryway
Young falcon ,eyas,1,Eyas (young raptor that's still in the nest)
Sea between Italy and former Yugoslavia ,adriatic,1,Adriatic Sea
'More . . . . . less speed' ,haste,9,"Lower power, less haste"
Ornament with slightly raised pattern,emboss,3,Embossed
Short-long metric foot ,iamb,1,"However, the combination ""short-long"" isn't standard terminology for describing specific feet like an iamb (unstressed followed by stressed) or a trochee (stressed followed by unstressed)"
