CLUE,ANS,POS
Move unsteadily (like a jelly?),wobble,2
One serves at table ,waiter,1
Long-winded ,prolix,2
Small enclosed space,cubbyhole,8
The art of growing ornamental dwarfed plants ,bonsai,1
Baby frogs ,tadpoles,1
Tether,leash,8
Level a charge against ,accuse,1
Prickling sensation ,tingle,1
Shouting ,yelling,1
Installer of mains-powered equipment ,electrician,1
"Concepts, notions ",ideas,1
Chair of the monarch ,throne,3
Joint of the body ,shoulder,6
100 years ,century,2
Acclaim ,praise,1
Of little importance ,trivial,1
Hitch ,snag,2
Diplomatic messenger ,envoy,1
Interval of quiet,lull,5
Fossilised resin ,amber,1
Graduates of a college ,alumni,1
Immediate ,instant,16
Guided anti-ship missile ,exocet,1
