CLUE,ANS,POS,FOUND IN
A pause in the middle of a verse line ,caesura,7,Line-end stop (caesura)
Transparent optical devices ,lens,1,Clear lens
Strong feeling ,emotion,16,With great emotion and conviction
Wealthy,rich,7,Economically rich
Twofold ,dual,2,Dual purpose
Mexican hat ,sombrero,1,"Sombrero (type of traditional hat, not a literal ""Mexican hat"")"
Disks as substitute for coins ,tokens,2,"Alternative tender (e.g., trade tokens or vouchers)"
Corner; fish ,angle,2,Aquatic angle
Make merry ,revel,8,Revelry
Of society or its organisation ,social,1,Social order
