CLUE,ANS,POS
Artist's black material ,charcoal,1
Undoes a knot ,unties,9
Great sea ,ocean,1
Main constituent of the air ,nitrogen,2
Greek aubergine-based dish,moussaka,1
Metallic element ,tin,15
Unparalleled ,unique,1
Scandinavian country ,norway,1
Fermented feeding stuff for cattle ,silage,5
Part of the foot ,instep,6
Absolutely horizontal ,level,1
Blyton creation ,noddy,1
Allotted portion ,share,2
Food intake regime ,diet,1
Lack of rainfall,drought,1
Middle Eastern market ,bazaar,1
Martial art ,karate,2
Word book ,thesaurus,4
