CLUE,ANS,POS,FOUND IN
Not harmed ,unhurt,16,Unhurt in spite of hazards or risks
Short-lived fad ,craze,2,Brief craze
"A fast warship, sounds leisurely ",cruiser,1,Swift cruiser
Concerning the self ,personal,5,Personal growth
Magnify,enlarge,2,Enlarge dramatically
Chess piece and one of the clergy ,bishop,1,Bishop (Catholic clergy member)
Informal goodbye; see you ,so long,6,"So long, partner!"
A mixture of rain and snow ,sleet,10,Rime and sleet intermixing
Bundles of fibres in the body ,nerves,14,Myelin sheaths of nerves
Ethical ,moral,1,Morally correct behavior
Land of the tzars ,russia,1,Tsarist Russia
One thing among many ,item,2,Distinct item
Deep red gem stone ,garnet,5,Spessartine garnet
