CLUE,ANS,POS
German submarine ,u-boat,1
Ben Hur's car ,chariot,1
Pay no attention to ,ignore,1
Unsurprising,predictable,1
A friendly informal conversation ,chat,1
Comparatively good ,better,1
Unit of length ,inch,1
Reasonable ,logical,2
Personal views ,opinions,2
Ethylene glycol ,antifreeze,1
A tough and testing time ,ordeal,5
Italian city,florence,2
Member of orchestra,cellist,1
Grown-ups ,adults,1
Danger ,hazard,13
Dorset seaside resort ,swanage,2
To do with sense of touch ,tactile,2
Dog's lead ,leash,1
Leaf vegetable,spinach,1
Large cat ,lion,1
Supporter of hereditary rule ,monarchist,4
Disgusting ,repulsive,2
Jump suddenly ,leap,1
Tropical flowering tree ,jacaranda,16
Deceptive trick ,hoax,6
An arrow poison ,curare,1
Bird of prey ,falcon,3
Car parking control system ,pay and display,2
Bribe paid by seller to purchasing agent ,kickback,1
