CLUE,ANS,POS
Slight wind ,breeze,1
Produce shoots ,sprout,1
"Seize, usually for ransom",kidnap,4
Retaliation ,revenge,1
Hale ,healthy,5
Venetian waterman ,gondolier,1
Shape of new moon ,crescent,1
"On ship, train or plane ",aboard,9
Illegal importer ,smuggler,1
"Secretion, deficiency of which results in diabetes",insulin,1
Draw near ,approach,1
"Captain -, polar explorer with Scott ",oates,9
Handsome young man of Greek mythology ,apollo,3
Turkish port ,istanbul,1
Repairing ,fixing,2
Male horse for breeding,stallion,1
