CLUE,ANS,POS,FOUND IN
Egg-laying apian sort ,queen bee,11,"Honeybees, on the other hand, are the creatures that do lay eggs (by a queen bee in a colony)"
Facet ,aspect,1,Aspects
Perform ,play,3,Playing (an instrument)
Turkish commander ,agha,12,Aghaçeli
Zodiac sign ,taurus,2,Taurusamo
Source of illumination ,light,1,Candlelight
Cos lettuce ,romaine,17,Romaine-related (a type of cos lettuce)
Be present at ,attend,1,Attendance  
"Glaswegians, Aberdonians etc ",scots,1,Jocks (Scotsmen)
Cream cake ,eclair,16,Eclair cream   
Chinese dynasty -- Flash Gordon's foe ,ming,7,Ming Reign  
Tension ,stress,1,Stressful
Computer program loading method ,bootstrap,9,Bootstrapping
Bring up or stand up on hind legs ,rear,3,Rear-up
Administer severe beating to ,thrash,4,Thrashing
