CLUE,ANS,POS
"Archetype, master copy ",original,2
Top US horse race ,kentucky derby,1
Publicity announcement ,advertisement,8
Bony framework ,skeleton,1
Practical joke,prank,1
Place of RC pilgrimage in Portugal ,fatima,1
Footprint ,step,9
Any procedure regularly followed ,routine,6
Money; food ,bread,2
Large tall chimneys ,stacks,3
An undertaking with little chance of success ,long shot,16
Investigation of component parts ,analysis,1
Men who pay excessive attention to their clothes ,dandies,1
Relating to immediate surroundings ,ambient,12
Ooze slowly out ,seep,2
Windless ,calm,1
City at the confluence of the Blue and White Nile ,khartoum,1
Vote in again ,reelect,1
Dispenser of vapour for the nose or lungs ,inhaler,1
Planet ,mars,2
Luxury railway carriage ,pullman,5
Pope's diadem ,tiara,1
Slippery fish ,eel,1
Southeast Asian country ,thailand,10
"Lifted the lid, say",opened,1
Complete a boxing match without being knocked out ,go the distance,2
Greek god of love ,eros,1
Northern Ireland city ,omagh,8
Attacked,assailed,6
Toy bear ,teddy,1
Divided Cypriot city ,nicosia,1
Set of computer instructions ,program,1
Largest Canary island ,tenerife,2
Satan ,lucifer,2
