CLUE,ANS,POS,FOUND IN
Divides in two ,halves,20,Two distinct halves
Vast multitude ,legion,14,Vast legion
Tiredness,fatigue,2,Fatigued
Set of clothes or group of people ,outfit,5,Fashionable outfit
Requirements ,needs,12,Basic needs
It's distilled from molasses ,rum,15,"Maple syrup (not directly from molasses, but involved in the broader spectrum of plant sugars)"
Products of creativity ,art,2,Artistic works
Period of time ,month,18,Months
"Liszt or Ravel, say ",composer,2,Classical composer
Gravelly courage ,grit,1,Gritty bravery
Curly-leaved endive ,fris,6,"Frisee lettuce (also known as ""French frisée"")"
Sprightly ,nimble,11,Agile and nimble
"Large, mainly Mongolian, desert",gobi,1,Gobi Desert
Play music in the street ,busk,2,Busking
Get down low ,crouch,1,Crouching
Catch the breath ,gasp,1,Gasping for air
Authentic ,real,3,Realistic
Fan out in ornamental water jet ,fountain,5,Decorative fountain
Leave ,depart,1,Departing
Make stronger and hardier ,toughen,3,Toughened silicone
"Native to, eg, Cardiff ",welsh,1,Welsh origin
Separated ,apart,7,Split apart
"Fast river flows, white waters ",rapids,7,Forceful rapids
Oliver Goldsmith wrote 'The . . . . . of Wakefield' ,vicar,1,The Vicar of Wakefield
Permit,allow,1,Allowed
"Fidel . . . . . ., Cuban chief ",castro,1,Fidel Castro
