CLUE,ANS,POS,FOUND IN
Quick photo ,snapshot,4,Snapshots
Fishing boat; vagrant,drifter,4,Overseas drifter
Loud and angry speech ,harangue,14,Aggrieved harangue
Three feet ,yard,3,Approximately one yard long
Long thin flag ,streamer,1,Streamer banner
Follower of Haile Selassie ,rasta,1,Rastafarian
Announce ,proclaim,2,Proclaim loudly
Period of history ,age,3,Middle Ages
College award ,degree,1,Honorary degree
Fusillade ,salvo,10,Salvo of shotgun blasts
Game with 24 points ,backgammon,13,Backgammon (game-winning moves or positions can lead to high scores)
Slop - command to huskies! ,mush,9,Mushing through snow (in a playful context)
Cut of meat from between rib and haunch ,loin,1,Pork loin chop
