CLUE,ANS,POS,FOUND IN
Burn ,combust,12,Combusted
Givers as of blood ,donors,1,Blood donors
"Variety of agate, used as a gemstone",onyx,5,Onyx-like
Fine fabric ,silk,2,Silky smooth material
Couple ,two,5,Two-piece suit
Increase in size,grow,3,Accelerated growth
Strength -- could possibly ,might,6,Mighty
Fit of petty annoyance ,huff,19,Huffs and puffs
Chrysalis ,pupa,1,Pupal
Consider likely to happen,expect,3,Expected
Virus disease leaving pockmarks ,pox,2,Chickenpox
Spoken ,oral,16,Oralized
Overprotective government deplored by Thatcher ,nanny,9,Nanny-state
