CLUE,ANS,POS
Cease ,stop,2
Totally ,utterly,5
Stingy hoarder ,miser,1
Nun's title ,sister,1
Thin and metallic in sound ,tinny,2
Christian body noted for social work and bands ,salvation,1
Young swan ,cygnet,2
Hitchcock's speciality ,suspense,2
"Solicitor, for example ",lawyer,3
Offhand - gentleman escorting lady,cavalier,9
Identifying ,naming,9
Stood against a force,resisted,2
Retain ,keep,1
In lazy fashion ,idly,12
"Arranging for continuation of, say, membership ",renewing,1
Abundant in fruit etc ,prolific,16
Impromptu ,unscripted,4
Lorelei ,siren,1
Of cattle ,bovine,1
Wholly engrossed ,absorbed,1
Small water swirls ,eddies,1
Unmarried man ,bachelor,1
Building with many storeys,high-rise,2
Commercial vehicle ,van,2
Wooden or wire barrier ,fence,1
Silly ,daft,9
Subject ,topic,1
Bacterium causing sore throats etc ,streptococcus,2
Puffed up with vanity ,pompous,3
