CLUE,ANS,POS,FOUND IN
Melt ,dissolve,5,"Dissolve: Mix with a liquid so that it forms a solution, often through warming."
Animal with two feet ,biped,1,Bipedal animal
Calif. university; Irish philosopher ,berkeley,1,"UC Berkeley - University of California, Berkeley"
Developing in small steps ,gradual,1,Gradual progression
That man's ,his,2,Indifference: This term depicts someone being unconcerned about the issues of another individual.
Like lawns or pasture ,grassy,1,Grassy fields
Pretentiously imposing -- organised (anag) ,grandiose,9,Grandiosely regimented
"Smooth, glossy ",sleek,8,Sleek surface
Pupil - erudite person ,scholar,1,Scholarly
Fraud ,deceit,1,Deceitful conduct
Low in price ,cheap,5,"Cheap (mild, not necessarily negative)"
Atom cores ,nuclei,1,"Nuclei: In the context of atomic structure, ""atom cores"" refer to the central part of an atom where protons, neutrons, and electrons reside"
Sea duck with soft down ,eider,5,King eider
Cairo landmarks ,pyramids,1,Pyramids of Giza
Venom ,poison,1,Poisonous
