CLUE,ANS,POS
Incursion ,raid,5
Principles on which practices are based ,theories,4
Root vegetable ,carrot,1
"Adieu, so long ",farewell,1
Gawp ,stare,1
"Cunning, deceitful ",crafty,3
Unmarriied state for religious reasons ,celibacy,1
Immense ,vast,1
Bring charge against ,accuse,1
Place of religious retreat for Hindus ,ashram,1
Former students,alumni,1
Able to function,operable,2
Booty ,loot,6
Perilous ,risky,2
Line of rotation ,axis,1
Earth science ,geology,1
"Kind of nut, makes nice icing on cake ",almond,3
Container for beer etc ,barrel,2
Chemical indicator ,litmus,1
