CLUE,ANS,POS
Neither animals nor vegetables ,minerals,1
Cleopatra's snakes ,asps,5
Sympathy ,fellow feeling,5
Airmen (anag.) ,remain,7
Worn away by weather ,eroded,1
Go down ,descend,6
Slope on road surface ,camber,1
Move headlong at high speed ,career,20
Man-made lake of stored water ,reservoir,1
Deceived ,duped,1
Indecent ,obscene,13
Practised for public performance,rehearsed,1
Sound like hostile or angry dog,growl,1
Large bivalve ,clam,4
Smoking accessory,lighter,3
Mass of something large,bulk,3
Deduce,infer,1
Olfactory organs ,noses,1
Its capital is Sofia ,bulgaria,1
Outrage ,scandal,7
One of the Seven Dwarfs,grumpy,2
School furniture item ,desk,1
Horse's head in chess ,knight,1
Dawn ,sunrise,2
