CLUE,ANS,POS,FOUND IN
Givers as of blood ,donors,1,Blood donors
Incorporeal being ,spirit,2,Spiritual entity
Fine fabric ,silk,1,"Silk (high-quality, luxurious silk)"
Couple ,two,16,Semantic networks understanding: Her knowledge of how concepts are interconnected helps her draw connections between seemingly unrelated words or phrases within crossword clues based on underlying semantic associations
Memorial of antiquity ,relic,7,Venerated relic
Habitual worldwide traveller ,globetrotter,1,Frequent globetrotter
"Endlessly, forever (Lat.) ",ad infinitum,4,"Ad infinitum (A Latin expression meaning ""to infinity"" or ""endlessly"")"
Increase in size,grow,2,Growth
City on the Danube ,belgrade,2,"Belgrade (Serbian capital, situated at the confluence of the Sava and Danube Rivers)"
Consider likely to happen,expect,8,Expected situation
Avocado ,alligator pear,12,"""Alligator Pear"" moniker"
Virus disease leaving pockmarks ,pox,1,Smallpox scars
Bounce back ,rebound,3,Rebounding
Response ,answer,5,"Easily obtainable, available on demand (both suggest possible answers such as ""accessible,"" ""available,"" and ""at-hand"")"
Exhibit ,show,2,Showcase
