CLUE,ANS,POS
Sloping - likely ,inclined,1
Slope ,slant,7
Workplace representative of unionised employees ,shop steward,1
"Exposed, revealed ",uncovered,1
Rubber covering on a wheel ,tyre,2
Pet rodent ,gerbil,2
Record of events year by year,annals,2
Flying horse of myth ,pegasus,1
State in eastern Germany ,saxony,3
Food cupboard ,larder,2
Beam over a doorway,lintel,6
Effervescence,fizz,1
Usher in ,introduce,3
Scram! ,vamoose,10
Deep regret ,remorse,1
Not fully developed ,immature,9
Lime tree ,linden,3
Seaside resort in Denbighshire ,rhyl,1
Incompetent or awkward ,inept,1
Personal teacher ,tutor,2
French port ,le havre,10
"Dance venues, in short ",discos,3
Frightened ,scared,5
"Refuse, litter ",rubbish,3
Spiritualist meeting presided over by medium ,seance,1
US horse race,kentucky derby,1
