CLUE,ANS,POS
Welsh dog ,corgi,1
"Benign, innocuous ",harmless,1
"Unkempt, disreputable child",ragamuffin,2
Exploring underground spaces ,caving,3
"Different, diverse ",varied,7
Handcart that holds groceries etc while shopping,trolley,2
College administrator ,dean,1
Female relative ,aunt,4
Unsightly ,ugly,1
Reflecting glass ,mirror,1
Young sheep ,lamb,1
Small tube inserted into the body to give medication ,cannula,1
Covering of tree trunk,bark,1
Nerve cell ,neuron,1
First name of Disney's Duck ,donald,1
