CLUE,ANS,POS
Hot dusty wind ,sirocco,3
Slaughterhouse ,abattoir,4
Not harmed ,unhurt,5
"Animate, encourage",inspire,2
Copy ,imitate,3
Item of footwear ,shoe,1
Magnify,enlarge,1
Chess piece and one of the clergy ,bishop,1
A mixture of rain and snow ,sleet,1
Big and roomy ,spacious,2
Pig's noise,oink,1
Dauntless,unafraid,8
"Fingers, toes and numbers ",digits,1
Strain ,tension,2
Ethical ,moral,1
Fraudulent medical practice ,quackery,1
American poet and mystery writer,edgar allan poe,1
Part of the eye ,retina,3
Deep red gem stone ,garnet,2
Antipodean country ,new zealand,2
