CLUE,ANS,POS
Favouritism ,bias,3
Baby's plaything,rattle,1
Foreign (from outer space?),alien,1
Keenness for food ,appetite,1
Roman goddess of the hunt ,diana,1
"Bold, audacious ",daring,1
Procedure ,method,2
Politically-inspired murder ,assassination,1
Refusal to accept an unpalatable truth ,denial,1
"Abnormal, aberrant ",atypical,5
Altered ,adapted,4
Done in an obvious way ,overt,2
"Southern German state, famous for its beer ",bavaria,1
Perfect for the purpose ,ideal,1
Layperson ,amateur,2
New York City borough,brooklyn,1
