CLUE,ANS,POS
Bit part actor ,extra,1
Brown seaweed ,kelp,11
"The Great Barrier ..., Australian natural wonder ",reef,3
Sudden emotional speech ,outburst,1
Verdure ,greenery,1
This sauce often goes with fish ,tartar,1
Infallible authority ,oracle,2
Hidden ,obscured,4
Cuisine of southern North America ,tex-mex,3
Stormy ,blustery,7
Text of play or film,script,1
"Grate, scratch ",scrape,4
Nobleman,baron,2
Small acting role; item of jewellery ,cameo,1
South Indian people or language ,tamil,2
No longer in existence,extinct,1
