CLUE,ANS,POS
Edict ,decree,2
Inculcate; embed ,implant,1
Emitting moisture in the form of vapour ,steaming,1
It attaches tissue to bone ,tendon,3
Woman's bedroom ,boudoir,1
Turnaround,reversal,1
Holy ,divine,3
Number of players in a doubles game,four,1
Hereditarily-ruled Channel Island ,sark,3
Betting ,wagering,1
Dug in,entrenched,3
Secret - mysterious,arcane,8
Waste containers ,skips,14
Close by,adjacent,1
Line of stakes as a defence,palisade,1
Band of contrasting colour ,stripe,1
"Adulterated, tainted ",impure,6
Fleet commander,admiral,1
Selected ,chosen,1
Proper; owed ,due,1
Senior member of a group ,doyen,8
Dispossess ,deprive,20
Process of ending ,cessation,4
