CLUE,ANS,POS,FOUND IN
Facet ,aspect,2,Aspectual
Energy units ,calories,5,Calories (as a unit of energy)
Zodiac sign ,taurus,6,Taurus (born between April 20th and May 20th)
Source of illumination ,light,1,Light source
Paperback ,book,4,Pocket book
Cream cake ,eclair,10,Eclairs
Forward like Christian soldiers ,onward,9,Pushing onward
Mime on tap in children's show ,pantomime,2,Pantomime artist
Chinese dynasty -- Flash Gordon's foe ,ming,1,"Ming the Merciless is a fictional character and the primary antagonist in the Flash Gordon serial, comics, and other media"
Computer program loading method ,bootstrap,10,Bootstrapping
