CLUE,ANS,POS
Locomotive ,engine,2
"Tremendous, gigantic ",enormous,2
Synthetic fabric ,nylon,2
"Escargots, to the French ",snails,1
(Of a face) yellowish ,sallow,7
"Bloodless, sickly",anaemic,11
Former name of Istanbul ,constantinople,1
Protection from the rain ,umbrella,1
Absolutely sure ,certain,2
"Annoyed, bored ",fed up,6
Zodiac sign - tumour ,cancer,1
Wish ,hope,2
Acquire ,obtain,3
Stretch of time ,period,4
Wee ,tiny,1
Feeling guilty ,ashamed,6
"Caribbean country, capital Port-au-Prince ",haiti,1
