CLUE,ANS,POS
Rubbish ,garbage,1
Small road,lane,2
Indonesian dish ,satay,2
Lower extension of collar on jacket or coat ,lapel,1
Imperial capacity measure,pint,3
Chinese martial art ,kung fu,1
Prevaricating ,evasive,7
"Conduct business, negotiate ",transact,10
Bushy-tailed rodent ,squirrel,1
Careful use (of a resource) ,conservation,1
State of wealth and prosperity ,opulence,5
A cutter and engraver of gems ,lapidary,1
One causing deliberate destruction ,saboteur,1
Preserve made with citrus fruits ,marmalade,1
Fastener ,stud,18
