CLUE,ANS,POS
Feudal subject ,serf,13
Unhappy ,sad,10
Opportunity or luck ,chance,3
Absorbent cloth ,towel,2
"Spanish dish of rice, meat and seafood",paella,2
Good at speaking (a foreign language?),fluent,1
Footpath ,lane,11
Noticed ,spotted,2
Time without end ,infinity,2
Italian city with leaning tower ,pisa,1
Take a case to a higher court for review ,appeal,1
Angle in astronomy ,azimuth,1
Cease ,stop,1
Despotism ,tyranny,1
Dove's call ,coo,1
Of late ,recently,3
"Friendly, generous, considerate ",kind,9
Of the 49th state ,alaskan,1
Pose; point of view ,attitude,4
Poison ,toxin,1
Obligation,duty,1
