CLUE,ANS,POS,FOUND IN
Portion ,piece,2,Division piece
Reaching a destination ,arriving,12,Accomplishment: arriving at a specific location
Depend ,rely,20,Relying on external help
Jupiter (god) ,jove,2,"Jove: An alternative Latin name for Jupiter, emphasizing his powerful status as king of gods."
Accustomed ,used,4,Used to
Relating to more than one branch of study ,interdisciplinary,1,"Interdisciplinary: Combining linguistics, cognitive science, and anthropology to understand how language is shaped by culture and society."
Terrace ,patio,9,Step patio
"Ferocious, savage",fierce,9,Savagely fierce
More acute ,sharper,14,Sharper focus
Guffaw ,laugh,1,Laughter
Risk ,danger,1,Potential danger
Elevation above sea-level ,altitude,2,"Altitude - synonymous with elevation, refers to height in relation to sea level."
Horse rider ,jockey,5,Jockey (if focusing on horse racing)
Covered walkway in religious establishment,cloister,1,Cloisters
Combat,fight,5,Fighting forces
Fall back on ,turn to,5,Return to initial plan
