CLUE,ANS,POS,FOUND IN
Actual; coin ,real,1,Real currency
Describes poorly groomed hair ,shaggy,2,Shaggy mane
Scruffy; unfair ,shabby,5,Sleazy or shabby look
"Beginning, start ",outset,5,At the outset
Leave quickly and secretly ,abscond,4,Abscond stealthily
Circular ,round,1,Roundabout
Concerning home affairs ,domestic,1,Domestic policy
Aperture ,window,5,Small window or hole
Surpass ,excel,12,Leading with excellence and innovation
Piece of reckless or mischievous conduct ,escapade,20,Bold escapades
Breed of horse ,arab,2,Arabian
Young woman entering society ,debutante,13,Young debutante
Spring back ,bounce,10,Bounce back from exhaustion
Small incisions; pinches,nicks,14,Slight nicks
Birds of prey ,eagles,15,"Hawks, eagles, and owls"
Unwell ,ill,11,Hindered by illness
Hitchcock film ,the birds,5,The Birds (1963)
