CLUE,ANS,POS
Dessert ,sorbet,17
"Put to death or carry out, say plan ",execute,2
Secret plot; clique ,cabal,1
Solvers of practical problems using scientific knowledge ,engineers,1
Capacity to become ,potential,1
Rare ,uncommon,3
Tear into scraps ,shred,3
Flat raised land ,plateau,1
Burial chamber ,tomb,3
Recovery of youth,rejuvenation,3
Gun ,firearm,1
Moon feature ,crater,1
Rebirth in a new body ,reincarnation,3
Understanding - crowd,gathering,8
Bring back into good condition ,rehabilitate,9
