CLUE,ANS,POS,FOUND IN
Type of carpet ,axminster,10,Woven Axminster or Wilton
Branch of technology including aviation ,aerospace,2,Aerospace engineering
Church robe ,vestment,3,Clerical vestment
Assisted ,helped,1,Helped or aided
Disdainful ,haughty,14,Rather haughty
Skin complaint ,eczema,2,"Eczema: Chronic condition causing dry, itchy, inflamed patches on the skin."
Eats at drinks party,nibbles,17,Sips and nibbles (light eating during a drinks party)
"Of a period of government, such as in Britain 1811-1820",regency,1,"Regency Era: The term ""Regency"" specifically refers to the British regency from 1811 to 1820 when King George III was deemed unfit to rule due to illness, and his son Prince George (later known as George IV) served as regent."
Unmarriied state for religious reasons ,celibacy,17,Lifelong celibacy commitment
Former students,alumni,1,Alumni: Individuals who have graduated from a particular institution or program.
Booty ,loot,14,Loot from a shipwreck
Metallic sound ,clang,1,Clangorous
Line of rotation ,axis,3,Angular displacement along an axis
Perpendicular ,vertical,15,Vertical and horizontal crossing
"Kind of nut, makes nice icing on cake ",almond,1,Almonds
Container for beer etc ,barrel,7,Barrel (for aging wine or spirits)
Chemical indicator ,litmus,3,"pH-sensitive substance showing acidic, neutral, or basic properties upon exposure: Litmus"
