CLUE,ANS,POS
Quickly and without warning ,suddenly,1
"Italian astronomer, a founding father of modern science ",galileo,1
French helmet ,casque,1
Sound of a plucked string ,twang,2
Maritime,nautical,2
"Mount, ascend ",climb,1
Commercial vehicle ,van,3
Inn ,tavern,1
Wanting too much ,greedy,1
"Long, narrow ranges of hilltops ",ridges,1
Country in Indochina ,vietnam,1
Diminish ,lessen,5
Group of eight ,octet,1
Fixed to the spot like a plant ,rooted,1
Scottish dance ,reel,2
"Range, extent ",scope,5
Chaos ,mayhem,8
Mountain ash ,rowan,1
Substance exuded by acacia ,gum arabic,5
"Mockery, ridicule ",derision,2
Weapon store ,arsenal,2
Paid killer ,assassin,1
Innate ,natural,1
Naval officer ,admiral,1
