CLUE,ANS,POS,FOUND IN
Changed from solid to liquid ,melted,4,Melted form
"Unit of magnetic flux, composer ",weber,1,Weber (unit of magnetic flux)
Small role for a well-known actor,cameo,1,Cameo appearance
Disastrous destiny ,doom,3,Doomed existence
Out of breath ,puffing,17,Puffing and wheezing
For a single time only ,once,10,Once in a lifetime
"___ Mitchell, Canadian singer-songwriter ",joni,2,Joni Mitchell
Turn sharply ,veer,1,Veer abruptly
Do well ,prosper,2,Prosperous
"Judge to be probable, estimate ",figure,6,Figured to be true
