CLUE,ANS,POS
Large waterbird ,goose,2
Culinary herb ,thyme,3
One bringing charges ,accuser,1
Dispute (a statement) ,challenge,2
Pill - stone ,tablet,2
"Feigns, dissembles ",pretends,12
Smoke-stack ,funnel,2
Mongrel - cross,hybrid,1
One that eats everything ,omnivore,1
Painful heart condition ,angina,1
European river ,danube,1
Articulate ,eloquent,4
Unchanging in pitch ,monotone,1
Jump suddenly ,leap,8
"Of better quality, like American lake ",superior,3
Temporarily inactive ,dormant,1
Lived ,existed,1
