CLUE,ANS,POS
Cease ,stop,1
Fit out ,equip,1
Young swan ,cygnet,1
"Solicitor, for example ",lawyer,9
Mail ,letters,4
Stood against a force,resisted,1
Retain ,keep,1
Diddly-squat ,zilch,3
"Unpredictable, temperamental",erratic,5
Small water swirls ,eddies,3
Unmarried man ,bachelor,1
Building with many storeys,high-rise,2
Wooden or wire barrier ,fence,1
Puffed up with vanity ,pompous,5
Uncommon ,rare,2
They decide outcomes of contests ,judges,1
Patches I assembled to work from several sources ,pastiche,9
Friendly ,sociable,3
Glass container in the laboratory ,test tube,3
Put on special clothes ,dress up,1
Wrecker ,saboteur,3
Food from milk curd ,cheese,1
Walk heavily ,stomp,1
Aid to memory ,mnemonic,1
Accounts checker,auditor,1
Standards of perfection ,ideals,1
Horned dinosaur ,triceratops,1
Egg membrane ,yolk sac,7
Involving hard work ,laborious,1
Scrubland ,heath,1
Bigotry ,bias,4
South American pack animal ,llama,1
House of ill-repute ,bordello,5
Polynesian garland ,lei,1
Not occupied ,vacant,1
