CLUE,ANS,POS,FOUND IN
Food grain ,cereal,1,Cereal crop
Means of help in project ,resource,4,Access to resources and materials
(Of show) performed by a single person ,one-man,2,One-man show
Impelled ,driven,17,Driven by passion or desire
Hand tool for plasterers or gardeners ,trowel,1,"Trowel - A flat, rounded metal blade used by both plasterers and gardeners for spreading materials like plaster or soil."
Cavity in head ,sinus,11,"Sinus thrombosis (related to sinus cavities, which could metaphorically be interpreted as a ""cavity"")"
Promise or pawn ,pledge,1,Pledged
Adhesive ,glue,4,Gluey consistency
CS Lewis' fictional realm,narnia,1,"Magical Creatures - Examples include the White Witch (a wicked sorceress), fauns, centaurs, lions, talking animals, dwarfs, and other mythical beings that roam the realm of Narnia."
Church's policy ,doctrine,1,Sacred doctrine
Froth ,suds,4,Milk suds
Black Chinese tea ,bohea,11,"Wuyi (Bohea) Tea, a category of black teas from the region"
Exhausted,tired,5,Tired out
Disease of pigs ,swine fever,7,African swine fever
Period learning a trade ,apprenticeship,1,Apprenticeship initiation
Bird used in falconry ,goshawk,10,Northern goshawk (Accipiter gentilis)
Furrow ,groove,4,"Deep, narrow grooves on the forehead"
Regular traveller to work ,commuter,1,Daily commuter
Reuse (old ideas) with little improvement ,rehash,9,Lackluster rehash
