CLUE,ANS,POS,FOUND IN
Picture dyed into the skin ,tattoo,1,Tattoo stained
Ravine ,canyon,16,Canyon (similar but typically larger)
Very light gas ,helium,3,Helium (correct answer: a very light gas element)
Make certain ,ensure,1,Ensure accuracy
Select ,pick,16,Picky eater (can lead to hunger if not addressed)
Noise caused by electrical interference ,static,4,Crackling static
Small ingenious device ,gadget,1,Ingenious gadget
Shoe with a canvas upper ,espadrille,18,White canvas espadrilles
Boxer who leads with the right hand ,southpaw,8,Southpaw adversary
Don't take the rubbish ,refuse,8,Refuse resisters
Essence ,gist,8,Gist and substance
Illustration on special paper in a book ,plate,1,Plateau print
The Garden of Eden ,paradise,1,Paradise lost
