CLUE,ANS,POS,FOUND IN
Soldier on guard ,sentry,10,Tireless sentry
Farm implement ,plough,1,"Ploughing tools: These are agricultural implements, such as a plough or harrow, used for breaking up and turning over soil in preparation for planting crops."
Provide goods or services for ,cater,4,"Catering services: Businesses that provide prepared meals or food service for events such as weddings, corporate meetings, and parties."
Regions at the top and bottom of the world ,polar,9,Polar regions (encompassing both Arctic Circle and Antarctica)
Access ,entry,2,Provide entry
Decayed areas in teeth ,caries,10,Carious lesions (early stage caries)
Friction or division in church organisation ,schism,1,Schism: A split within a religious community based on doctrinal disagreements.
"Circular band of flowers and leaves, often seen on graves ",wreath,1,Flower wreath
Member of travelling people,nomad,1,Nomads
Common fund; game ,pool,1,Monetary pool
