CLUE,ANS,OUTPUT
Lord -- was Tarzan's true ,greystoke*,"['Father', 'Guardian', 'Custodian', 'Protector', 'Companion', 'Caretaker', 'Stepparent (although not biologically)', 'Ally', 'Mentor', 'Role model', 'Advocate', 'Supporter', ""Legendary figure in Tarzan's life"", 'Companion animal (in some interpretations, as Kala/Terkoz)', 'Spiritual guide or totem', 'Rescuer', 'Life-giver', 'Guardian of the jungle', 'Mentor figure in literature', ""Influential figure shaping Tarzan's upbre""]"
Sanskrit language ,urdu,"['Dharmachariya (a practitioner of righteous living)', 'Bhakti (devotion or devotee, often related to spiritual practices)', 'Karma (action, deed, or work)', 'Mantra (sacred utterance or phrase)', 'Yoga (path of yoke or union, with a spiritual practice)', 'Guru (teacher or master in the Sanskrit tradition)', 'Puja (worship ritual)', 'Moksha (liberation from the cycle of rebirth)', 'Veda (ancient sacred texts)', 'Brahman (the ultimate reality or world soul)', 'Artha (purpose, meaning, and prosperity in life)', 'Kama (desire or sensual enjoyment)', 'Dharma (duty, righteousness, moral law)', 'Atman (self or soul)', 'Samsara (cycle of death and rebirth)', 'Yajna (sacrifice ritual)', ""Nitya Karma (daily duties performed according to one's Dharma)"", 'Avatar (incarnation or divine descent into the world)', 'Jnana (knowledge, especially spiritual knowledge)']"
Shoe - tongue,brogue,"[""Sock's insole"", 'Lacing mechanism', 'Heel cushioning', 'Toe box', 'Insole material', 'Tongue strap', 'Breathability of fabric', 'Adjustable closure (like a lace or buckle)', 'Comfort padding on the tongue area', 'Moisture-wicking lining near the tongue', ""Arch support around the shoe's tongue"", 'Shoe flexibility at the toe box and under the tongue', 'Durability of lace material (for shoes with laces)', ""Seamless design in footwear to reduce irritation (related but not directly a 'tongue')"", ""Fit around the shoe opening, similar to a mouth's lip"", 'Tread pattern on the outsole that indirectly affects fit and comfort of the tongue area when walking', 'Shoe size, as improper sizing can press against the tongue causing discomfort', 'Sock thickness (socks worn over shoe tongues)', ""Vamp design on a boot's upper part that might impact overall shoe comfort including the 'tongue'.""]"
Recorder in driver's cab ,tacho,"['In-car recorder', 'Cabin audio recorder', 'Fleet tracking device', 'Onboard diagnostics recorder', 'Vehicle event data recorder (black box)', 'Dashcam', 'Driver monitoring system', 'GPS tracker', 'Telematics unit', 'Cabin camera', 'Chest compressions', 'Rescue breaths', 'Defibrillation (if available)', 'AED (Automated External Defibrillator) use', 'Airway management', 'Emergency oxygen', 'Rapid response team activation', 'Vital signs monitoring', 'Chain of survival continuum', 'Cardiac arrest protocol adherence']"
Perform ,play,"['Starving', 'Hungry', 'Famished', 'Malnourished', 'Undernourished', 'Unfed', 'Underfed', 'Deprived of food', 'Empty belly', 'Nutrient-deficient', 'Fasting (when unintended)', 'Goiter (indirectly related to left hungry through malnutrition)', 'Food insecurity', 'Picky eater (can lead to hunger if not addressed)', 'Empty pantry', 'Lean and gaunt (due to lack of food)', 'Starvation-stricken', 'Inadequately fed children', 'Vitamin deficiency', 'Unfulfilled appetite']"
Turkish commander ,agha,"['Komutanın', 'Yüzbaşı', 'Tugayında olan', 'Harekat lideri', 'Silahkararın lideri', 'Ordu başkanı', 'Ordusu komandosu', ""Teşkilat-ı Mahsusa'da işbirliği"", 'Kara Harp Okulu yazarı (metaphorically representing a military leader in terms of discipline)', 'Askeri düzenlemek için önemlidir bir lider', ""Kara Harp Yarisması'da yönetmen"", 'Tugayı bulmayacak', 'Askeri yapısınızı temsil etmek için gerekli iddia', 'Ordusunu zenginleştirmek için önemlidir lider', 'Yüksek ulaşmasına sahip olduğuna göre asker ve komandoslar', 'Askeri kalmamasınızda sorumlu olan bir lider', 'Türk Ordusunun başkanı', 'Hareket teklifli öğrenen önemli lider', ""Kara Harp Ordusu'ndaki lider"", 'Askerliğe uzağa atamalı bir lider (literally ""leader who leaves soldiers famished"")']"
Put into words ,phrase,"['The child sat with a hungry look on his face, staring longingly at the untouched dinner plate.', 'Her skin appeared pale and her eyes were sunken due to chronic malnutrition.', 'Despite being surrounded by food at the buffet, he felt undernourished because of an allergy.', 'With a grimace, she reached for another slice of bread as hunger pangs continued to gnaw at her stomach.', 'After a long day without lunch, his famished state was evident from the way he ravenously devoured every morsel on his plate.', 'The empty belly of the old man spoke volumes about his struggle with food scarcity in his life.', 'In some regions, widespenas are prevalent due to iodine deficiency in the local diet.', ""Over time, her picky eating habits left her unfulfilled and often hungry for nutrients she wouldn't consume."", 'The community faced food insecurity as many residents struggled to afford enough food for their families.', 'Watching him struggle with small bites during mealtime, it was clear that the underfed child had not been eating properly for some time.', 'Her empty pantry served as a stark reminder of her lack of access to groceries and food supplies.', 'The sight of his lean frame and gaunt appearance made others realize how long he had gone without adequate nourishment.']"
Heavy and filling ,stodgy,"['Satisfying', 'Wholesome', 'Nourishing', 'Hearty', 'Rich in nutrients', 'Filling meal', 'Satiating', 'Comforting to the stomach', 'Energy-dense', 'Abundant in calories', 'Succulent dish', ""Indigestible (though this is the opposite quality we're looking for)"", 'Full-bodied flavor (often associated with fullness from rich taste)']"
Long tales of heroic deeds,epics,"['Epic Saga', 'Legendary Tale', 'Heroic Chronicle', 'Valiant Adventure', 'Gallant Quest', 'Mythical Odyssey', 'Brave Exploits', 'Chivalrous Journey', 'Noble Actions', 'Valorous Deeds', ""Warrior's Tale"", ""Knights' Legend"", 'HEROES Unite (stylized)', 'Courageous Exploits', 'Braveheart Narratives', 'Heroic Anecdotes', 'Epic Battles and Triumphs', 'Fabled Adventures', 'Legendary Acts of Valor', 'Stories of the Valiant']"
Cos lettuce ,romaine,"['Iceberg variety', 'Crisp texture', 'Mild flavor', 'Layered leaves', 'High water content', 'Nutrient-rich', 'Versatile in salads', 'Low calorie count', 'Refreshing crunch', 'Dark green color', 'Often used in wraps and sandwiches', 'Cold preparation method', 'Common accompaniment to chicken dishes', 'Symbol of springtime menus', 'Key component in lettuce-based soups', 'Easy to clean', 'Used for decorative garnish', 'Frequently found in a garden salad', 'Can be grown at home']"
