CLUE,ANS,POS,FOUND IN
"'Almost but not completely accurate, in short (6)' ",approx,17,Approximately accurate
Damp and sticky ,clammy,15,Humid and clammy
Exclamation of making a blunder ,oops,1,Oops!
Sudden sharp feeling ,twinge,5,Severe twinge
By a very small margin ,barely,4,Exceedingly barely
Annual starting point ,new year,3,New year commencement
"Lean, part of foot ",heel,18,Calcaneal valgus deformity (heel bone tilting outward can give a lean look on the sole of the foot)
Natural surroundings ,habitat,2,Wildlife habitat
Squeeze into less space ,compress,7,Compressed area
"Real, not abstract ",concrete,3,Concrete hunger experience
Show to be right or justified ,vindicate,20,Meritoriously vindicated
Director of publication ,editor,1,Chief Editor
Accidental release ,leakage,9,Error-induced leakage
Such as well might happen ,likely,2,As likely as this scenario
Available whenever needed ,on tap,16,Continuously on tap
