CLUE,ANS,POS,FOUND IN
Develop over time ,evolve,6,Evolved
Unlawful killing ,murder,3,Murderous act
Mollycoddle ,pamper,10,Overly pampering
"Reasonable, logical ",rational,3,Rational thinking
Sound of pain or despair ,groan,10,Pained groans
It always has a cause ,effect,3,Resultant effect
Playing card,ace,5,Faces
Greek goddess of peace ,irene,1,Eirene
Wander about,roam,1,Roaming
Association football ,soccer,1,Soccer enthusiast
Port in Brittany ,brest,1,Brest Harbor
Viscous bituminous substance,tar,1,Sticky tar
