CLUE,ANS,POS
Lockjaw ,tetanus,1
Arab or Muslim at time of the Crusades ,saracen,1
Floor-covering ,carpet,1
Don't hold on,let go,2
Having no intelligible meaning ,nonsense,2
"Sanctuary, asylum ",refuge,2
Enthusiastically ,eagerly,1
Church spire ,steeple,1
Place to purchase illicit goods ,black market,1
"Old German kingdom, capital Berlin ",prussia,1
Hybridisation ,crossbreeding,1
Skill in a particular field ,prowess,18
Dispirited ,dismayed,6
Interference ,meddling,6
Element ,zinc,18
Acquiring skill or knowledge ,learning,1
North African capital ,tunis,2
Pretentiously imposing -- organised (anag) ,grandiose,1
Writer (before printing was developed),scribe,1
"Last, final or extreme ",ultimate,1
Aggressive masculine pride ,machismo,3
Pupil - erudite person ,scholar,1
Buttocks,backside,4
The witching hour ,midnight,1
The use of words which is the opposite of what they say ,irony,1
