CLUE,ANS,POS
Deferred ,delayed,2
Creatures from another planet ,aliens,1
Summit ,apex,1
Muslim law ,sharia,1
Sound reverberations ,echoes,1
Meet expectations ,satisfy,6
Relieving pain,analgesic,1
Group of nerve cells from which fibres radiate ,ganglion,5
Branch of maths ,geometry,2
Wheat-like cereal ,rye,3
Specimen ,example,20
Type of music,jazz,2
Brother or sister ,sibling,1
Wetness ,moisture,1
"Alone, apart, detached ",isolated,2
Fleet of armed ships ,armada,1
"Intimidating, discouraging ",daunting,1
Individual fact or feature ,detail,3
Queasiness ,nausea,1
Spanish gypsy dance ,flamenco,1
Country of King Zog ,albania,1
Striking display ,spectacle,5
