CLUE,ANS,POS
New York borough and island in Bay ,staten,1
Plunge into liquid ,immerse,2
Canons and creeds ,tenets,14
Chose by poll ,elected,1
Brazilian dance ,lambada,3
Estimate value of - speed,rate,5
Back of neck ,nape,1
Never wearying ,tireless,1
Morality ,ethics,1
Divine messenger ,angel,1
Whole and complete ,entire,1
"Stress, accentuation ",emphasis,1
Without beginning or end ,eternal,1
Great fear ,terror,9
In foreign parts ,abroad,1
Tourist attraction of Moscow,red square,2
A size of book page ,octavo,3
Cattleman,rancher,1
Less than - ,minus,1
