CLUE,ANS,POS
Ignored ,neglected,3
An alloy of mercury with another metal ,amalgam,1
Very beautiful or sensitive,exquisite,6
Land covered with trees ,forest,1
"'Frenzied, as if possessed by a demon (7)' ",berserk,1
Desiring or being short of ,wanting,11
Bay State ,massachusetts,2
Wesleyan ,methodist,1
Lock (of hair) ,tress,2
Cleaning implement ,mop,2
Holy ,sacred,1
"Author of Our Mutual Friend, d. 1870",dickens,1
One of Santa's reindeers,prancer,5
Fell asleep ,nodded off,8
System of beliefs,creed,3
Leg joint,knee,1
Story ,tale,2
Words said to a sneezer ,bless you,2
Insurgent ,rebel,1
Graduates of a college ,alumni,1
"High-pitched, piercing ",shrill,2
"Pledges, vows ",promises,1
Demureness ,coyness,5
