CLUE,ANS,POS
Group of fish ,shoal,5
Fast-moving stream ,torrent,6
They send unwanted emails in bulk ,spammers,1
Coal miners ,colliers,2
Underground chapel ,crypt,3
Prolonged public dispute,controversy,3
In a happy mood ,cheerful,1
Tiny particles ,atoms,1
Bell tower ,belfry,3
"Arrogant pride, from the Greek ",hubris,4
"Alleviates, relieves ",eases,1
Universe ,cosmos,1
Magical or medicinal potion ,elixir,1
Continent ,asia,2
Picture ,photo,1
Top for bottle or eye protector ,lid,3
Unhurried and relaxed,laid-back,7
Periods of activity ,sessions,4
Event causing great damage ,catastrophe,3
Unpleasant coldness ,chill,1
Small insect ,gnat,17
Totalitarian Russian leader,stalin,1
