CLUE,ANS,POS,FOUND IN
Nauseous when flying,airsick,3,Airsickness
Anger ,ire,20,Tempestuous emotions (indirectly related to the concept of anger)
.... sapiens is the human species ,homo,1,Homo sapiens - Modern humans
Orderly and clean ,neat,4,Neat and tidy
Agricultural labourer of low status ,peasant,1,Peasant farmer
Engulfing swirl of e.g. whirlpool ,vortex,1,Twirling vortex
Asian desert ,gobi,2,"Gobi Desert - situated between China and Mongolia, characterized by extreme temperatures and vast stretches of dry land."
Stamped addressed envelope (abbr.) ,sae,2,SAE (Stamped Addressed Envelope)
Characterized by intense feeling ,emotional,11,All-consuming (indicating an overwhelming emotional presence)
Small cake or bread roll ,bun,11,Honey bun (US)
Brief light fall of rain ,shower,2,Misty shower
Miniature whirpools ,eddies,2,Tiny eddies
Take over by force,usurp,13,Rough usurpation
Hospital-like - strictly objective,clinical,1,"Clinical: Resembling or characteristic of a medical setting, procedures, or practices."
This job does not require all of the working week ,part-time,1,Part-time employment
Utter with excited cries,whoop,5,Hearty whoops and hollers
Early string instrument ,viol,14,Baroque violin (early form of string instrument)
Strong cord ,rope,5,Heavy-duty rope
