CLUE,ANS,POS
Describes poorly groomed hair ,shaggy,4
Scruffy; unfair ,shabby,1
Green public spaces ,gardens,2
Discolorations or dirt marks ,stains,2
Relating to creation of a musical work ,compositional,3
Greek god of the sea ,poseidon,1
TV motoring programme ,top gear,1
A cloche (anag) - spiral cavity of the inner ear,cochlea,1
"Requires, is in want of ",needs,1
Falsehood ,lie,1
Snatch,grab,1
Surpass ,excel,7
Piece of reckless or mischievous conduct ,escapade,8
Unreal ,illusory,11
Fermented grape juice ,wine,1
Young woman entering society ,debutante,1
Spring back ,bounce,3
Birds of prey ,eagles,2
Hitchcock film ,the birds,6
Lends a hand ,assists,1
Foe,enemy,2
