CLUE,ANS,POS,FOUND IN
Move; dress ,shift,1,"Shift - to change position or posture, often related to clothing adjustments."
Thin porridge ,gruel,15,Malt (Malted grain used to make porridges and gruels)
Arab leader,sheikh,4,Emir - Sheikh Khalifa bin Zayed Al Nahyan (Emir of the United Arab Emirates)
Soundless ,silent,15,Silentium
Route for Crusoe ,course,9,"Navigation - The process by which sailors chart a course, an essential skill for any journey by sea during that era."
Supposed loch monster ,nessie,3,Nessie (nickname for Loch Ness Monster)
"Author Hemmingway, and Oscar Wilde's hero ",ernest,3,Frederic Henry (A Farewell to Arms by Ernest Hemingway)
Walk laboriously ,trudge,1,"Trudge - to walk with heavy steps, typically due to exhaustion or difficult terrain."
Lymphatic tissue at the back of the mouth ,tonsil,1,Palatine Tonsils
Printed characters ,type,14,Typeface
Astronomical angle -- ,azimuth,9,Azimuthal Angle
Turning machine ,lathe,1,Lathe - A machine tool used for shaping metal or wood by rotating it against cutting tools.
Old sailors' dance,hornpipe,1,"Hornpipe - A traditional folk dance associated with British and Irish seafaring communities, often danced to sea shanties or tunes played on instruments like fiddles."
"Amount, aggregate ",sum,2,Summation
Expressive movements ,gestures,1,"Gestures - Movements or signals made with parts of the body, especially hands and arms, to communicate feelings or convey information."
Assignation; fruit ,date,4,Dates
One from Salonika ,greek,2,Thessaloniki (the Greek name for Salonika)
