CLUE,ANS,POS,FOUND IN
Arrive at ,reach,4,Reach the destination
Stems of asparagus as weapons ,spears,1,Sharp spears
Tool for cutting grass with blade on long pole ,scythe,8,"Scythe (a traditional, manual option)"
Chest bone ,rib,2,Ribcage
Military encirclement ,siege,6,Besiegement
One who weeps easily without good cause ,crybaby,10,Self-pitying crybaby
Fully stated ,explicit,7,Explicitly described
Physician (informal) ,medic,3,Medical professional
Short-long metrical foot ,iamb,1,Iambic (short-long)
Area of variation ,range,4,"Physical state: The word ""left hungry"" can describe a range of physical states, from mild discomfort to severe malnutrition."
Area with frozen subsoil ,tundra,2,Frozen tundra
"Eg, a chemist ",scientist,4,Research scientist
Scumbag ,rat,11,Shady operator
