CLUE,ANS,POS,FOUND IN
Accuse with a crime (US) ,indict,4,Indictment
Nothing ,zero,8,Zero (when used to describe quantity)
Fastener ,zip,12,Zipper
Claim ,allege,20,"Stating, asserting, or proclaiming a factual or alleged circumstance or event without providing evidence."
New Zealander ,maori,2,Maori (indigenous people of New Zealand)
Normal; innate,natural,1,Natural - existing in or derived from nature; not artificial.
"Calm, pacify, appease ",placate,8,Placate - to make someone do or feel in a more peaceful way; appease.
Lady luck ,chance,4,"Happenstance - An event occurring by chance, which can be seen as an aspect of lady luck."
Flat-bottomed barge ,lighter,10,Lighter Tug
"Obstinate, tenacious ",stubborn,1,Stubborn - Showing unwillingness to change one's mind or course of action.
Hindu sect and its chant ,hare krishna,5,"Bhakti Marga - Chanting devotional songs like the ""Hare Krishna Mantra"" (Maha Mantra)"
Calf flesh ,veal,1,"Veal - A term used to describe meat from young calves, typically less than one year old."
Organ of hearing ,ear,2,Ear canal
One's university,alma mater,4,Alma mater (often used to refer to one's university)
Strong wind ,gale,1,"Gale - A strong, powerful wind often associated with storms or hurricanes."
IX,nine,6,Eighty-nine (89 as a number sequence before IX becomes the ninth digit in larger numbers)
"Thyme, for example",herb,1,"Herb - A plant used for flavoring food, typically dried and ground into powder."
Family,kin,13,Kinship (general term for family relationships)
Lubricating pump ,grease gun,3,Hydraulic grease gun
Tedious task ,chore,19,Chore-like
Melancholy ,blue,12,Blue (as a descriptor for one's mood)
Cultivated grass,lawn,1,Lawngrass (various species used for cultivating lawns)
Peak,apex,1,"Apex - The highest point or topmost part, often used to describe the peak of something."
Long narrow stretch of water between Africa and Arabia ,red sea,1,"Red Sea - A long, narrow strip of water separating northeastern Africa from Asia (comprising southern parts of Egypt, Sudan, Eritrea, Djibouti, Ethiopia, and Yemen)."
"Of soldier, illegally absent - initially ",awol,16,Absent without leave (AWOL)
Littoral region ,coast,1,Coastline
Rod used for punishment ,cane,9,"Cane - A long, slender rod traditionally used by teachers to administer corporal punishment in schools."
A Christmas tree,holly,5,Holly (often used as decorations on trees)
Small whirlpools ,eddies,17,Cyclonic Nibble (slightly tongue-in-cheek reference to the small size of eddies or whirlpools)
