CLUE,ANS,POS,FOUND IN
Deed ,act,1,Act of signing
Son of a sovereign ,prince,3,Crown prince
Co-operative friend,ally,5,Sympathetic ally
Happening without warning ,sudden,1,Suddenly
Not quite shut ,ajar,3,Slightly ajar
"'Cold hands, . . . . . . . . .' ",warm heart,1,"Cold hands, warm heart"
Relating to mankind ,human,1,Humanity
Rented ,hired,4,Hired for a period
Hairy aromatic perennial herb strongly attractive to some pets,catnip,2,Catnip (Nepeta cataria) - known for its strong effect on cats due to the compound nepetalactone
Yearning for past - homesickness,nostalgia,4,Wanderlust nostalgia
Encoded communication ,signal,5,Semaphore flag signals
