CLUE,ANS,POS
Promissory note ,iou,1
Accomplished ,achieved,3
Canine guard ,watchdog,1
Counterpart of yang ,yin,1
Compact firearm,handgun,3
Theft crime ,robbery,2
"Valiant, courageous ",heroic,42
Small sheltered bay ,cove,1
In short supply ,scarce,2
Raised ,hoisted,7
Not closed or secret ,open,1
Mishap ,accident,1
Man or beast ,animal,2
Drink or meal? ,tea,9
Porous substance to soak up ,sponge,1
Joyous ,blissful,1
Suddenly ,all at once,5
Purposes or intentions ,aims,1
Hayfield ,meadow,1
Wartime stealer,looter,3
The science of flying aircraft ,aviation,2
Mental or emotional strain,stress,1
Episode ,chapter,1
Evening music (played outside woman's house) ,serenade,1
Narrow track or path ,lane,3
Electric safety device ,circuit breaker,1
Cattle ,oxen,3
Helps ,aids,1
Arab state ,bahrain,12
State of being boring or not bright ,dullness,1
Banned (German),verboten,1
"Agile, spry ",nimble,1
Involuntary habitual response,tic,4
Went at a fast gait ,galloped,3
First letter of the Hebrew alphabet,aleph,1
Sign of the zodiac ,leo,5
Tropical fruit ,guava,4
