CLUE,ANS,POS
Christian sacrament requiring pouring of water ,baptism,1
Definite,certain,1
Merriment ,mirth,10
Decayed areas in teeth ,caries,2
Receptacle for household rubbish,dustbin,3
Small red fruit ,cherry,1
Place to which one is travelling ,destination,1
Friction or division in church organisation ,schism,1
One not eating or using animal products ,vegan,1
"Element 22, makes strong non-corroding alloys ",titanium,1
Small city in Cambridgeshire ,ely,2
Largest Roman hippodrome ,circus maximus,1
Member of travelling people,nomad,1
Relativity scientist ,einstein,1
Scottish family grouping ,clan,1
Enthusiastically ,eagerly,1
