CLUE,ANS,POS,FOUND IN
Quick photo ,snapshot,2,Snapshotted moment
Fishing boat; vagrant,drifter,4,Boat-bound drifter
Long thin flag ,streamer,1,Streamer banner
Conspicuous wealth ,opulence,8,Displayed opulence
Follower of Haile Selassie ,rasta,1,Rastafarian
Announce ,proclaim,3,Proclaim openly
Period of history ,age,3,Middle Ages
College award ,degree,1,Honorary degree
Fusillade ,salvo,1,Gunfire salvo
Cut of meat from between rib and haunch ,loin,10,Pork loin (near the shoulder but not exactly between rib and haunch)
Co-joined house ,semi,1,Semi-detached
A long arduous march ,trek,1,Trekking
Inhabitant of a city ,citizen,5,Citizen urbanite
Draught of medicine ,potion,14,Antidote potion
Official procedure ,protocol,1,Standardized protocol
Underground passage ,tunnel,1,Subterranean tunnel
Plenteous ,ample,15,Ample supply
"Hot and bothered, rattled",flustered,3,Sweaty and flustered
Memo ,note,3,Correspondence note
Great king of Prussia ,frederick,1,Frederick the Great
Be there ,attend,2,Attended
Verify -- rein in ,check,7,Check up on
Give assent ,concur,12,Concurring with the opinion
Poison ,toxin,12,Toxin-resistant organisms
"Guarantee, promise ",assure,11,Assured outcome
